DATE,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,HKG,IRL,ISR,ITA,JPN,NLD,NOR,NZL,PRT,SGP,SWE,USA,Global,Global Ex USA,Europe,North America,Pacific
03/31/1997,3.15%,-2.60%,-4.71%,1.98%,4.15%,-2.64%,-0.18%,3.82%,1.40%,0.11%,-1.82%,-5.83%,7.73%,-2.18%,,0.57%,-1.49%,5.84%,-7.49%,3.27%,2.96%,-0.21%,-4.61%,2.98%,1.33%,-0.24%,-0.50%,2.93%,-0.20%
04/30/1997,4.10%,-0.81%,1.70%,-0.38%,-1.13%,0.76%,-5.67%,-0.10%,-2.90%,-0.88%,-0.18%,-14.27%,3.27%,21.79%,,-1.28%,-2.44%,-2.47%,-8.86%,-0.68%,-5.46%,-0.07%,-0.43%,-1.46%,-1.15%,-0.87%,-0.58%,-1.41%,-1.32%
05/31/1997,-2.23%,-0.14%,-0.16%,0.83%,1.55%,3.84%,3.98%,10.77%,-4.53%,1.00%,-1.02%,5.94%,7.79%,-5.40%,,6.29%,5.36%,0.63%,-2.01%,-1.12%,-0.57%,-1.48%,4.22%,-1.74%,0.55%,2.72%,1.33%,-1.61%,4.72%
06/30/1997,1.71%,-5.53%,-3.02%,5.31%,-0.67%,-0.87%,-2.01%,0.21%,-1.76%,-7.43%,-0.32%,-3.86%,0.30%,6.97%,,-2.12%,3.44%,1.50%,-5.72%,1.52%,-8.02%,2.25%,-5.20%,5.75%,3.18%,0.75%,-1.58%,5.73%,2.96%
07/31/1997,5.42%,-11.75%,-2.52%,2.23%,-2.99%,-7.22%,-7.48%,-0.59%,-5.26%,-8.47%,-4.95%,-8.61%,7.48%,-5.79%,,-6.57%,1.80%,-8.34%,-3.79%,6.71%,8.95%,-0.34%,0.54%,0.92%,-0.37%,-1.58%,-5.46%,0.98%,2.55%
08/31/1997,1.65%,6.48%,3.52%,1.15%,2.55%,6.86%,2.71%,3.04%,-2.49%,5.88%,-1.07%,1.24%,-4.25%,6.43%,,5.17%,-3.35%,6.44%,-2.63%,-1.06%,7.07%,2.26%,4.50%,2.16%,1.25%,0.35%,2.88%,2.11%,-2.89%
09/30/1997,-3.03%,-4.06%,-0.17%,1.44%,-2.76%,2.05%,-0.22%,-0.46%,-0.62%,-1.99%,-0.76%,-15.34%,6.17%,6.40%,,7.74%,1.10%,-5.05%,-4.32%,-5.85%,-8.89%,-2.23%,3.48%,8.24%,4.30%,0.28%,-0.56%,7.90%,1.22%
10/31/1997,-2.43%,1.94%,6.66%,5.68%,3.40%,4.95%,1.72%,-0.63%,2.44%,1.30%,4.43%,19.07%,-6.92%,6.23%,,9.62%,-10.56%,3.50%,0.65%,-3.65%,5.36%,-0.53%,2.39%,4.62%,1.87%,-1.00%,4.00%,4.68%,-9.11%
11/30/1997,5.14%,3.61%,-7.66%,2.32%,-4.01%,-3.44%,-1.08%,-5.57%,-3.54%,-6.53%,-0.79%,1.02%,0.51%,-5.82%,,-1.26%,-2.58%,-4.18%,-4.32%,0.79%,5.54%,-3.71%,-2.14%,1.65%,-0.19%,-2.16%,-2.85%,1.69%,-1.76%
12/31/1997,-5.42%,-3.07%,-0.60%,1.15%,-4.79%,-5.62%,-10.70%,3.25%,4.92%,-7.58%,-2.46%,0.06%,-2.55%,-3.75%,,-1.87%,1.88%,-6.00%,-0.78%,-5.57%,-6.23%,1.45%,-0.83%,6.70%,2.68%,-1.83%,-3.69%,6.44%,0.81%
01/31/1998,-0.52%,-4.72%,-1.25%,-3.55%,3.22%,-3.00%,-3.48%,7.62%,9.31%,4.97%,-0.31%,1.81%,-2.09%,0.06%,,7.83%,-9.09%,-2.70%,1.49%,1.95%,3.81%,-11.91%,-5.38%,-1.36%,-1.81%,-2.34%,0.71%,-1.46%,-7.68%
02/28/1998,9.87%,0.99%,-0.22%,7.67%,1.60%,2.87%,7.38%,4.63%,6.48%,-1.19%,0.11%,3.99%,-31.45%,1.88%,-5.02%,22.55%,-8.76%,-2.79%,0.81%,3.78%,-10.71%,-10.14%,6.12%,0.09%,-0.62%,-1.39%,1.95%,0.45%,-8.86%
03/31/1998,1.34%,-3.91%,-0.40%,4.62%,-1.25%,-0.07%,-7.84%,21.06%,-2.87%,0.66%,6.33%,-6.86%,3.30%,-3.28%,-2.30%,12.53%,-0.26%,5.34%,-6.29%,-6.61%,51.62%,1.05%,-2.04%,3.72%,3.40%,3.04%,4.41%,3.76%,0.23%
04/30/1998,-7.35%,0.32%,-1.27%,-1.71%,-1.26%,2.67%,6.85%,16.96%,2.74%,9.38%,0.99%,-0.60%,5.59%,7.51%,-0.89%,-2.45%,0.51%,10.70%,5.43%,-2.79%,6.35%,1.58%,1.39%,3.16%,2.76%,2.32%,3.60%,2.93%,0.33%
05/31/1998,2.04%,2.00%,1.17%,2.30%,2.84%,-0.21%,-1.66%,2.30%,1.78%,1.89%,5.62%,23.40%,5.91%,5.58%,-0.84%,-1.14%,-4.10%,2.25%,-3.25%,-3.05%,-8.30%,1.81%,2.04%,1.75%,1.50%,1.21%,2.75%,1.78%,-2.41%
06/30/1998,-1.66%,4.23%,-4.80%,-1.98%,-1.94%,3.87%,-6.32%,2.90%,-6.03%,-3.59%,0.63%,10.82%,-1.86%,-2.66%,0.82%,-7.03%,-5.11%,-2.37%,4.67%,-6.38%,8.41%,-2.74%,1.44%,-1.17%,-1.37%,-1.60%,-0.39%,-1.21%,-4.45%
07/31/1998,-4.99%,4.55%,3.19%,-0.15%,-5.41%,7.11%,-0.32%,-2.09%,8.26%,5.18%,-7.67%,-10.70%,3.04%,-6.43%,6.82%,-0.55%,1.14%,0.99%,0.89%,-9.60%,-8.25%,-2.97%,6.83%,-0.29%,-0.37%,-0.45%,-0.89%,-0.29%,0.55%
08/31/1998,-0.72%,17.53%,-1.34%,-7.16%,9.37%,11.21%,2.33%,1.97%,3.94%,6.21%,-3.30%,19.27%,-3.17%,-10.48%,-1.09%,0.11%,1.27%,1.30%,-1.44%,3.74%,3.33%,-3.87%,-1.95%,-0.80%,0.35%,1.64%,2.66%,-1.06%,0.63%
09/30/1998,-4.52%,12.83%,-1.25%,-12.72%,13.12%,12.62%,-0.94%,-4.15%,7.91%,5.58%,-3.10%,-6.03%,-20.81%,5.33%,2.77%,3.25%,5.34%,4.74%,-4.93%,-1.70%,14.19%,-14.84%,1.84%,-3.69%,-0.80%,2.33%,3.41%,-4.04%,2.02%
10/31/1998,-1.64%,-11.84%,-3.31%,-0.08%,-13.31%,-1.25%,-5.83%,-3.82%,-1.99%,-7.15%,-13.03%,-2.03%,-16.88%,-6.79%,-7.64%,-6.00%,2.16%,-4.13%,-14.69%,-7.55%,-16.69%,-1.37%,-8.89%,-8.76%,-7.23%,-5.46%,-8.15%,-8.43%,0.10%
11/30/1998,3.57%,-2.17%,0.45%,2.37%,2.07%,3.00%,-2.12%,3.07%,-17.22%,-3.56%,-3.63%,2.01%,7.52%,-7.49%,-5.13%,1.83%,-7.19%,-2.16%,3.41%,6.28%,-14.40%,-0.43%,-3.18%,-3.57%,-2.95%,-2.26%,-1.48%,-3.34%,-4.63%
12/31/1998,2.01%,1.83%,-12.80%,2.84%,6.76%,3.68%,-7.37%,-2.53%,-4.21%,0.77%,1.57%,11.82%,-0.10%,-11.61%,1.70%,-0.89%,15.04%,-2.72%,-8.75%,6.33%,-3.65%,1.24%,4.84%,-2.87%,0.48%,4.31%,0.88%,-2.66%,11.99%
01/31/1999,0.08%,-4.98%,-0.12%,0.89%,-0.71%,0.97%,4.70%,-1.30%,0.28%,-3.17%,-0.11%,16.59%,2.15%,-10.83%,3.26%,1.13%,-3.48%,-5.32%,1.60%,3.10%,-3.34%,3.66%,-7.92%,-3.72%,-2.62%,-1.31%,-0.95%,-3.55%,-2.44%
02/28/1999,1.07%,-3.87%,1.66%,2.83%,-2.58%,1.73%,0.73%,-2.14%,-3.11%,-2.56%,-2.72%,31.65%,-8.19%,-8.16%,1.02%,-0.89%,6.16%,-0.43%,1.98%,-6.98%,12.45%,-3.58%,1.09%,1.01%,0.93%,0.83%,-0.88%,1.08%,4.27%
03/31/1999,4.37%,0.68%,-4.02%,-6.37%,4.09%,3.85%,-1.00%,0.62%,-8.33%,-3.67%,1.99%,-1.44%,-1.69%,3.71%,6.67%,-6.08%,2.69%,4.02%,-6.76%,6.09%,0.62%,0.06%,-7.52%,-7.29%,-3.62%,0.78%,0.49%,-7.26%,2.48%
04/30/1999,2.11%,-11.61%,-4.26%,-0.29%,3.98%,-10.67%,-5.57%,-2.21%,-1.24%,-5.04%,1.88%,21.24%,0.43%,14.92%,8.32%,7.47%,-0.45%,-3.19%,-3.79%,-1.25%,4.41%,1.22%,0.01%,-0.20%,-0.37%,-0.58%,-0.85%,-0.20%,-0.10%
05/31/1999,-2.43%,5.04%,2.53%,4.46%,21.06%,1.38%,3.89%,0.10%,0.90%,1.76%,7.54%,39.59%,26.06%,-0.95%,-0.24%,-1.07%,-0.78%,0.42%,15.32%,4.54%,-9.23%,12.56%,8.09%,3.61%,3.83%,4.08%,5.31%,3.65%,1.73%
06/30/1999,-2.48%,-9.93%,8.37%,0.09%,-0.06%,-2.35%,-3.05%,-0.56%,-4.82%,0.35%,1.35%,38.80%,-10.56%,-0.78%,3.38%,2.00%,9.32%,3.22%,-5.64%,2.47%,0.00%,18.66%,-4.83%,-1.33%,0.57%,2.89%,0.95%,-1.27%,7.00%
07/31/1999,-0.75%,0.19%,7.54%,-1.13%,6.88%,6.05%,3.68%,4.47%,1.49%,6.27%,5.54%,28.58%,12.27%,9.09%,19.10%,11.99%,9.97%,7.28%,-1.58%,18.08%,0.92%,-6.36%,-0.66%,0.10%,3.14%,6.80%,6.40%,0.05%,8.61%
08/31/1999,0.67%,-5.11%,-5.28%,-1.56%,1.92%,-2.21%,-3.75%,-3.38%,-3.82%,-3.88%,2.66%,27.66%,-1.97%,24.55%,-6.38%,3.42%,4.03%,-6.56%,-6.81%,0.84%,17.40%,1.51%,-1.85%,-2.68%,-0.87%,1.15%,0.12%,-2.63%,3.21%
09/30/1999,-0.90%,3.02%,6.14%,-5.05%,1.42%,8.66%,-5.89%,3.84%,1.76%,3.52%,5.71%,-5.05%,1.04%,14.95%,-2.16%,-0.74%,4.77%,2.22%,1.56%,5.13%,0.44%,5.07%,1.16%,-4.97%,-0.81%,3.75%,4.18%,-4.98%,4.09%
10/31/1999,1.15%,-2.77%,-2.58%,1.39%,-1.87%,-0.59%,-2.25%,-3.61%,-6.44%,0.48%,-2.29%,35.89%,6.54%,-1.39%,-4.89%,0.48%,-2.26%,-2.37%,-4.15%,-5.95%,-6.46%,2.50%,2.02%,-2.42%,-1.67%,-0.87%,-0.77%,-2.27%,-1.29%
11/30/1999,-3.14%,-0.66%,-3.58%,-1.24%,-4.49%,3.40%,-4.83%,-8.92%,-4.25%,-4.60%,-0.62%,5.58%,11.12%,-8.61%,11.57%,0.02%,-1.93%,-6.74%,-3.99%,2.23%,-12.46%,1.22%,-2.62%,-11.95%,-6.95%,-1.58%,-1.94%,-11.53%,-1.06%
12/31/1999,2.71%,-6.18%,-3.62%,4.12%,-1.16%,-3.78%,-4.40%,-5.35%,-9.53%,1.44%,-1.70%,-6.87%,1.73%,-2.76%,9.92%,-7.83%,0.10%,-5.43%,-0.20%,25.78%,-2.37%,3.80%,-4.56%,-11.32%,-6.39%,-1.19%,-2.78%,-10.72%,0.57%
01/31/2000,-5.99%,-9.64%,2.74%,-9.83%,4.32%,-3.20%,7.59%,2.30%,8.41%,14.74%,15.73%,0.19%,31.38%,9.51%,8.12%,4.68%,-6.53%,5.42%,-0.12%,4.15%,14.10%,-0.55%,6.57%,-0.20%,1.50%,3.30%,8.60%,-0.59%,-3.43%
02/29/2000,-1.79%,-3.74%,-5.92%,-9.18%,-2.61%,-4.09%,4.77%,-5.33%,3.52%,-7.06%,-9.29%,-3.48%,26.58%,-0.49%,28.43%,7.88%,-3.70%,-4.01%,-0.20%,-1.66%,13.21%,-0.89%,-3.76%,-13.45%,-8.61%,-3.44%,-4.47%,-13.26%,-1.11%
03/31/2000,-3.15%,-6.17%,-0.55%,0.00%,-4.64%,-1.10%,3.78%,1.99%,-1.44%,8.50%,2.92%,-6.95%,5.46%,4.75%,-5.41%,11.79%,0.41%,7.12%,-6.27%,-3.03%,-1.16%,2.79%,7.51%,0.08%,1.13%,2.25%,3.35%,0.08%,0.71%
04/30/2000,3.25%,1.17%,-1.35%,2.17%,1.18%,-3.02%,-3.32%,3.90%,5.56%,-3.83%,-1.37%,-4.97%,-6.31%,-1.43%,2.94%,-3.50%,-0.88%,-3.59%,0.57%,-5.78%,-3.27%,6.70%,-0.26%,6.90%,3.02%,-1.21%,-1.69%,6.69%,-0.89%
05/31/2000,1.21%,1.77%,-1.08%,7.95%,0.20%,6.67%,1.82%,1.14%,11.82%,12.89%,-0.51%,-9.92%,0.43%,-6.50%,-3.64%,-1.05%,-1.03%,3.44%,-0.91%,-8.59%,-0.93%,0.62%,4.67%,6.05%,4.25%,2.26%,3.57%,6.13%,-0.74%
06/30/2000,0.07%,1.84%,6.70%,-0.59%,3.82%,7.75%,7.01%,5.41%,3.14%,9.94%,6.12%,2.77%,2.98%,-1.74%,-7.76%,4.60%,-2.37%,1.84%,5.20%,7.26%,5.66%,-1.08%,10.63%,-10.12%,-3.74%,3.24%,6.28%,-9.72%,-1.72%
07/31/2000,1.71%,1.83%,-7.01%,1.07%,-2.15%,-9.06%,-1.30%,-3.80%,-2.60%,-3.62%,3.42%,-2.73%,-3.70%,8.79%,3.29%,-1.34%,6.63%,0.14%,-0.34%,-5.83%,-2.82%,-1.12%,-2.25%,6.14%,3.62%,0.86%,-1.65%,5.92%,5.14%
08/31/2000,3.05%,-1.16%,-0.73%,-2.51%,-4.06%,-7.97%,-3.00%,-6.93%,-4.35%,-5.35%,-6.44%,-1.63%,3.70%,-4.12%,-4.03%,2.33%,-5.15%,-2.93%,7.61%,2.16%,-13.86%,2.95%,5.12%,-5.07%,-4.62%,-4.12%,-4.64%,-4.96%,-3.41%
09/30/2000,1.73%,-6.85%,1.22%,0.08%,3.61%,2.28%,-3.51%,3.93%,-3.89%,3.82%,3.66%,0.02%,0.90%,-1.83%,-0.31%,1.14%,0.32%,-3.40%,-4.04%,-2.76%,-2.04%,3.09%,8.93%,8.17%,5.18%,1.67%,2.44%,7.80%,0.55%
10/31/2000,1.56%,-0.73%,-5.10%,0.32%,-4.59%,-5.10%,2.21%,-8.23%,5.23%,-4.11%,-1.21%,0.27%,1.39%,0.74%,-1.00%,-4.90%,0.55%,-5.37%,-3.21%,3.28%,3.51%,2.09%,9.05%,1.28%,0.06%,-1.38%,-2.72%,1.23%,0.75%
11/30/2000,-1.44%,-2.43%,5.22%,8.89%,0.76%,9.14%,9.67%,5.44%,5.68%,10.26%,6.26%,5.21%,4.50%,-4.90%,2.13%,3.33%,-5.54%,10.38%,7.70%,4.81%,-4.37%,1.87%,15.36%,13.49%,8.96%,3.50%,7.08%,13.30%,-4.04%
12/31/2000,4.56%,11.25%,6.91%,7.92%,8.89%,9.39%,5.54%,6.20%,4.25%,5.22%,5.85%,8.59%,-1.19%,-3.51%,6.37%,8.55%,3.56%,9.81%,0.13%,1.08%,17.62%,0.21%,8.58%,8.38%,7.14%,5.76%,7.07%,8.36%,3.05%
01/31/2001,-1.95%,-5.18%,-2.80%,-13.35%,2.60%,-5.65%,-9.96%,0.29%,5.73%,3.43%,-0.97%,-1.53%,-1.43%,-13.34%,1.47%,-0.25%,-5.12%,2.97%,-8.40%,-1.75%,-7.54%,-1.32%,-14.72%,-15.67%,-9.42%,-2.49%,-0.77%,-15.57%,-4.33%
02/28/2001,0.34%,-12.49%,-6.60%,5.18%,0.83%,6.32%,8.35%,0.14%,14.00%,5.89%,5.89%,-11.15%,-1.60%,-3.17%,3.91%,3.35%,2.01%,2.33%,-3.13%,3.54%,0.88%,5.15%,18.49%,15.36%,10.02%,3.89%,4.89%,14.93%,1.59%
03/31/2001,-1.00%,-2.99%,3.85%,6.92%,0.51%,4.65%,10.59%,-1.56%,-9.97%,5.94%,1.47%,-8.76%,0.51%,-11.20%,9.40%,-1.62%,-4.24%,1.76%,-1.05%,6.06%,-3.24%,5.01%,6.09%,10.54%,5.87%,0.67%,2.04%,10.39%,-3.04%
04/30/2001,0.98%,0.43%,0.76%,3.28%,-4.26%,-0.75%,4.07%,-0.40%,-7.65%,-4.34%,-3.52%,4.01%,-9.20%,-6.90%,-8.17%,-1.34%,-5.46%,2.68%,-1.72%,11.77%,-2.80%,-1.26%,1.49%,-4.78%,-3.90%,-2.93%,-2.28%,-4.44%,-5.18%
05/31/2001,2.78%,0.17%,-0.33%,9.69%,1.44%,-2.83%,-0.98%,2.41%,-4.21%,-0.25%,4.89%,-1.01%,1.64%,-13.04%,-1.02%,2.38%,9.74%,3.13%,-2.83%,-4.48%,37.09%,2.19%,4.61%,6.65%,5.50%,4.20%,1.76%,6.78%,8.08%
06/30/2001,-0.92%,6.02%,-0.16%,2.55%,5.69%,6.72%,3.62%,3.95%,13.15%,8.47%,8.70%,-1.36%,5.36%,-7.43%,1.55%,1.67%,-1.61%,5.37%,-3.73%,5.36%,3.57%,1.56%,16.49%,3.43%,3.75%,4.13%,6.88%,3.39%,-0.69%
07/31/2001,4.55%,-3.48%,3.20%,3.98%,7.67%,13.06%,0.37%,6.24%,7.75%,5.35%,3.68%,5.17%,5.51%,12.64%,1.50%,-0.66%,7.70%,3.85%,1.58%,4.09%,-1.83%,1.95%,7.58%,7.08%,6.58%,5.99%,5.62%,6.95%,6.99%
08/31/2001,8.70%,8.19%,2.39%,2.21%,3.44%,11.46%,14.79%,3.14%,14.81%,7.94%,3.98%,3.27%,3.10%,-0.66%,-3.45%,5.87%,4.00%,3.61%,8.22%,7.80%,11.66%,1.97%,15.58%,7.05%,6.35%,5.52%,6.43%,6.85%,4.22%
09/30/2001,-6.76%,8.98%,-1.70%,-4.20%,6.71%,6.85%,3.07%,9.37%,8.34%,5.61%,-0.55%,2.97%,0.92%,-5.94%,0.11%,-1.13%,3.69%,2.28%,4.12%,1.76%,0.77%,-1.96%,3.31%,5.19%,3.92%,2.46%,3.06%,4.80%,2.28%
10/31/2001,0.30%,4.50%,3.78%,1.23%,-4.82%,-9.82%,-11.18%,-6.59%,-18.04%,-6.25%,-5.81%,2.74%,-11.80%,-24.52%,-0.50%,-4.47%,-5.49%,-3.00%,-3.96%,8.34%,-6.54%,-0.37%,-4.78%,-7.00%,-6.34%,-5.57%,-6.20%,-6.66%,-5.40%
11/30/2001,6.94%,-9.21%,-3.15%,-4.77%,-12.37%,-14.06%,1.43%,-3.11%,3.46%,-6.27%,-6.36%,-7.10%,9.89%,-11.79%,-0.73%,-2.28%,-0.43%,-9.82%,-8.74%,0.60%,-2.08%,3.86%,-11.73%,-6.40%,-5.55%,-4.55%,-7.51%,-6.34%,1.40%
12/31/2001,3.26%,2.66%,8.63%,7.65%,0.10%,7.75%,-3.85%,4.35%,8.89%,-1.88%,5.38%,6.92%,6.75%,-5.21%,7.11%,-1.82%,1.03%,3.95%,2.15%,0.61%,2.25%,-0.34%,8.83%,1.94%,2.51%,3.21%,3.55%,2.16%,1.81%
01/31/2002,1.43%,-7.42%,-6.01%,4.33%,-0.20%,-7.20%,3.82%,-1.00%,2.45%,-1.22%,5.33%,-10.18%,3.61%,1.35%,-3.51%,-4.81%,-3.55%,-1.90%,5.03%,1.94%,-2.82%,-1.95%,8.08%,5.12%,2.64%,-0.46%,-0.08%,5.09%,-2.13%
02/28/2002,5.24%,8.11%,7.38%,4.46%,0.56%,5.89%,3.50%,5.84%,13.63%,0.40%,9.46%,3.93%,3.24%,-0.65%,1.28%,-0.23%,-7.66%,5.45%,6.51%,0.95%,4.20%,3.86%,13.75%,9.66%,6.53%,2.58%,5.55%,9.45%,-4.39%
03/31/2002,2.70%,2.59%,4.77%,7.38%,-3.54%,2.55%,-0.60%,2.28%,-4.12%,-0.67%,-0.71%,1.63%,1.70%,-3.77%,0.26%,2.78%,1.37%,-2.56%,1.97%,6.89%,-4.97%,1.40%,7.09%,3.07%,2.11%,0.92%,0.10%,3.25%,1.58%
04/30/2002,0.04%,7.88%,10.55%,9.98%,7.24%,17.39%,3.87%,7.27%,10.25%,10.75%,8.41%,0.39%,5.28%,19.70%,-1.08%,5.69%,0.66%,10.64%,12.14%,2.96%,3.42%,7.72%,18.58%,12.96%,10.55%,7.60%,10.25%,12.84%,1.44%
05/31/2002,5.61%,-3.57%,3.72%,17.20%,4.52%,11.32%,7.59%,7.29%,11.33%,12.91%,4.78%,0.79%,6.30%,7.26%,-2.74%,11.49%,1.92%,15.79%,15.04%,2.11%,3.92%,2.79%,17.41%,7.40%,7.42%,7.45%,8.89%,7.83%,2.82%
06/30/2002,2.88%,12.71%,5.63%,1.29%,10.17%,15.20%,10.58%,6.99%,4.65%,12.26%,9.66%,4.74%,0.14%,7.91%,0.96%,5.85%,8.78%,7.13%,10.92%,-2.63%,5.93%,4.28%,7.50%,8.10%,8.34%,8.60%,10.01%,7.79%,7.05%
07/31/2002,-1.09%,13.55%,-1.80%,-8.32%,6.59%,5.82%,8.35%,8.79%,13.57%,7.71%,0.33%,1.42%,1.19%,-4.46%,-5.66%,4.39%,3.40%,6.99%,-0.91%,-0.31%,3.69%,2.56%,-9.34%,-1.35%,0.74%,2.98%,4.07%,-1.67%,2.67%
08/31/2002,2.21%,3.34%,9.64%,2.27%,2.42%,-2.48%,-1.81%,0.21%,-2.77%,0.56%,0.68%,2.94%,-6.47%,19.79%,-3.40%,-2.39%,1.40%,-3.12%,7.29%,-0.24%,-0.09%,3.25%,10.33%,3.11%,1.91%,0.62%,0.45%,3.07%,0.67%
09/30/2002,5.47%,5.62%,10.00%,0.78%,12.15%,14.54%,6.24%,8.19%,8.00%,16.55%,7.67%,2.41%,3.39%,-14.04%,4.99%,10.30%,-2.26%,8.70%,3.20%,-0.98%,2.42%,1.70%,8.87%,5.52%,5.82%,6.15%,10.32%,5.30%,-0.69%
10/31/2002,0.43%,24.32%,-10.80%,-3.46%,-6.71%,-21.36%,-1.58%,-13.22%,-5.31%,-16.77%,-10.42%,2.15%,-3.45%,-19.45%,0.06%,-6.03%,2.27%,-10.65%,1.92%,4.61%,-2.84%,-3.46%,-17.03%,-8.90%,-7.85%,-6.70%,-11.67%,-8.64%,1.28%
11/30/2002,4.39%,9.76%,-2.41%,3.06%,-10.93%,3.12%,-2.33%,-2.50%,-6.60%,-10.71%,-5.77%,-2.10%,-1.79%,-18.93%,7.58%,-2.69%,-5.93%,0.12%,-6.79%,4.19%,3.65%,2.66%,-20.61%,-14.37%,-9.73%,-4.42%,-5.32%,-13.59%,-3.92%
12/31/2002,0.55%,4.24%,10.21%,9.76%,18.96%,14.27%,10.62%,19.68%,16.90%,24.36%,8.17%,10.66%,5.00%,9.92%,4.96%,14.60%,7.65%,12.83%,4.13%,6.26%,7.30%,3.19%,23.35%,12.18%,11.95%,11.69%,14.55%,12.07%,6.40%
01/31/2003,5.51%,0.82%,15.98%,9.29%,7.75%,7.87%,19.43%,-0.01%,2.22%,2.15%,1.47%,4.41%,-1.38%,-2.49%,2.59%,4.34%,1.06%,8.67%,9.10%,4.33%,-8.24%,2.98%,-1.47%,1.39%,2.34%,3.41%,3.92%,1.76%,1.37%
02/28/2003,5.55%,4.70%,8.02%,5.68%,5.54%,3.62%,5.85%,4.79%,-3.01%,7.85%,-1.76%,3.67%,2.14%,-4.28%,-0.78%,2.17%,-2.01%,8.57%,-1.84%,4.59%,3.66%,1.42%,3.69%,1.89%,1.97%,2.06%,3.03%,2.08%,-0.48%
03/31/2003,-1.29%,-3.55%,6.34%,3.52%,5.25%,4.89%,0.86%,3.30%,1.11%,1.88%,0.98%,1.92%,-1.20%,-0.73%,7.07%,2.19%,1.52%,-19.53%,1.68%,-3.03%,-6.38%,-1.73%,3.37%,1.21%,1.12%,1.03%,0.93%,1.33%,0.74%
04/30/2003,0.47%,1.19%,-4.52%,0.82%,-12.26%,-12.28%,-1.65%,-4.78%,-6.86%,-7.41%,-8.25%,-18.59%,0.17%,-4.27%,-0.95%,-4.06%,-2.86%,-18.56%,-1.83%,4.24%,1.81%,2.79%,6.25%,-3.43%,-4.42%,-5.57%,-8.20%,-3.21%,-1.86%
05/31/2003,8.27%,16.58%,6.86%,8.60%,5.27%,0.92%,9.46%,2.72%,9.81%,0.63%,1.52%,1.14%,-4.60%,20.29%,9.23%,7.37%,-4.29%,-0.08%,5.01%,4.57%,0.08%,-10.64%,1.18%,-5.61%,-2.37%,1.38%,2.76%,-4.90%,-2.93%
06/30/2003,3.04%,-1.91%,-4.47%,4.60%,-4.91%,-11.51%,5.90%,4.24%,-2.18%,2.05%,6.76%,-0.79%,5.62%,0.50%,5.69%,-0.03%,-7.05%,-9.91%,-0.95%,1.68%,-0.44%,-1.51%,-5.70%,1.86%,0.56%,-0.94%,0.01%,2.00%,-4.07%
07/31/2003,-2.79%,-1.92%,0.42%,0.35%,-6.99%,-1.45%,-8.04%,-4.18%,4.16%,11.98%,-3.69%,-6.01%,4.42%,24.88%,-1.62%,-1.30%,2.47%,-1.96%,-2.63%,-3.49%,-6.43%,4.05%,-1.09%,0.55%,0.54%,0.53%,-0.23%,0.54%,2.06%
08/31/2003,2.95%,14.59%,-5.56%,14.78%,-5.56%,-13.37%,1.56%,-1.59%,-2.48%,-2.63%,0.42%,0.52%,-0.38%,4.85%,-1.26%,-3.85%,-3.76%,0.74%,5.20%,-2.83%,-1.09%,2.99%,-2.15%,0.35%,-0.54%,-1.55%,-2.76%,1.08%,-2.30%
09/30/2003,5.25%,1.20%,7.35%,8.38%,12.19%,6.77%,7.95%,10.05%,-4.88%,9.76%,13.06%,8.40%,12.06%,7.40%,2.22%,8.18%,7.22%,6.08%,12.34%,4.84%,2.31%,0.37%,-1.16%,1.79%,4.96%,8.56%,9.31%,2.13%,7.28%
10/31/2003,2.99%,-5.52%,-9.31%,13.53%,-5.98%,-4.16%,2.68%,2.22%,-2.21%,-4.26%,-0.25%,-3.99%,2.42%,-2.91%,-4.43%,1.38%,-0.67%,-0.64%,0.52%,-5.12%,-3.38%,1.51%,-1.35%,0.26%,-0.01%,-0.30%,-2.00%,0.97%,0.13%
11/30/2003,2.79%,4.35%,3.61%,12.12%,4.18%,4.38%,9.27%,5.62%,16.35%,5.96%,5.02%,6.17%,3.20%,-1.47%,0.56%,-1.00%,4.07%,6.18%,8.10%,0.16%,0.75%,2.34%,5.81%,4.58%,4.76%,4.96%,4.92%,4.99%,3.74%
12/31/2003,3.00%,7.40%,4.81%,9.43%,5.53%,10.94%,11.00%,6.21%,4.15%,11.23%,6.02%,5.93%,2.36%,0.40%,0.86%,6.64%,3.34%,6.58%,6.25%,7.37%,5.24%,3.31%,8.65%,6.27%,6.25%,6.23%,7.55%,6.44%,3.21%
01/31/2004,4.70%,-7.59%,-0.76%,-4.63%,4.04%,-6.43%,5.60%,5.92%,-10.88%,-0.17%,5.79%,-1.17%,-1.30%,17.19%,12.04%,3.38%,1.79%,-4.74%,-9.41%,-5.18%,-11.14%,-0.93%,-18.91%,-1.46%,-0.43%,0.65%,0.67%,-1.64%,1.62%
02/29/2004,1.62%,-0.88%,10.78%,7.63%,-1.52%,4.47%,5.42%,3.43%,5.90%,3.48%,6.87%,1.82%,4.46%,3.21%,0.91%,0.37%,1.94%,-2.07%,5.81%,1.11%,-1.92%,4.22%,2.75%,5.39%,4.48%,3.51%,3.76%,5.51%,2.30%
